ID_Factura,ID_Cliente,Fecha_Emisión,Días_Plazo,Fecha_Pago,Días_Mora,Monto
FAC000910,C03490,2024-10-08,60,,,1896000
FAC000911,C00890,2025-03-06,30,2025-06-03,59.0,693000
FAC000912,C03673,2025-02-02,45,2025-03-06,0.0,125000
FAC000913,C04415,2024-10-28,45,2025-05-15,154.0,816000
FAC000914,C04707,2024-12-02,60,,,57000
FAC000915,C00936,2024-12-22,60,2025-03-14,22.0,595000
FAC000916,C02510,2024-11-15,90,2025-07-03,140.0,1088000
FAC000917,C02132,2025-06-29,30,,,1458000
FAC000918,C02380,2025-04-06,30,,,397000
FAC000919,C01760,2024-11-16,15,,,1827000
FAC000920,C00896,2025-05-10,15,2025-08-03,70.0,1037000
FAC000921,C04496,2024-10-30,90,,,1155000
FAC000922,C04240,2025-09-10,90,,,1033000
FAC000923,C01526,2025-05-10,45,2025-07-06,12.0,1682000
FAC000924,C03592,2025-04-30,90,,,1963000
FAC000925,C00043,2025-09-11,60,,,1766000
FAC000926,C04266,2025-06-22,30,2025-08-15,24.0,1827000
FAC000927,C00879,2025-08-24,60,,,1554000
FAC000928,C03700,2025-05-21,30,,,1079000
FAC000929,C00225,2024-11-25,60,,,1944000
FAC000930,C04374,2025-06-25,90,2025-06-30,0.0,1711000
FAC000931,C04539,2025-08-24,90,2025-09-11,0.0,1255000
FAC000932,C01434,2025-07-10,90,2025-08-08,0.0,1572000
FAC000933,C03815,2025-06-09,15,2025-08-02,39.0,1121000
FAC000934,C03599,2025-05-04,60,2025-08-07,35.0,1105000
FAC000935,C04019,2025-04-29,45,,,743000
FAC000936,C03260,2024-12-28,15,2025-09-25,256.0,309000
FAC000937,C03324,2025-08-21,15,,,201000
FAC000938,C00777,2025-06-27,45,2025-09-14,34.0,1936000
FAC000939,C01634,2024-10-17,15,,,1776000
FAC000940,C03327,2024-12-27,30,2025-03-25,58.0,866000
FAC000941,C03947,2025-04-11,60,2025-09-05,87.0,246000
FAC000942,C04932,2024-10-06,90,2025-05-10,126.0,601000
FAC000943,C04045,2024-10-07,60,2025-02-11,67.0,921000
FAC000944,C03492,2024-11-15,30,2024-12-05,0.0,1372000
FAC000945,C00088,2025-01-23,15,,,1947000
FAC000946,C03433,2025-07-15,30,2025-07-15,0.0,1553000
FAC000947,C02385,2024-12-06,60,,,109000
FAC000948,C00499,2025-02-11,60,2025-05-28,46.0,1676000
FAC000949,C00024,2025-06-27,15,2025-09-10,60.0,736000
FAC000950,C03964,2025-08-31,60,2025-09-13,0.0,629000
FAC000951,C02897,2024-10-31,45,,,1622000
FAC000952,C04480,2025-02-24,15,,,188000
FAC000953,C00646,2025-06-01,45,2025-07-23,7.0,240000
FAC000954,C00161,2025-02-26,15,2025-06-25,104.0,868000
FAC000955,C01553,2025-05-31,60,2025-06-16,0.0,1847000
FAC000956,C00335,2024-10-02,90,2025-03-10,69.0,570000
FAC000957,C00199,2025-04-15,90,2025-05-18,0.0,497000
FAC000958,C01354,2025-02-14,15,,,1750000
FAC000959,C04968,2025-02-07,90,2025-08-21,105.0,872000
FAC000960,C04649,2025-09-03,90,,,725000
FAC000961,C04347,2024-10-19,30,2025-04-08,141.0,412000
FAC000962,C01164,2025-01-04,90,2025-08-06,124.0,1825000
FAC000963,C00606,2024-11-14,15,,,540000
FAC000964,C00821,2025-05-04,30,2025-08-24,82.0,520000
FAC000965,C04015,2025-07-03,30,2025-09-17,46.0,202000
FAC000966,C01309,2024-10-03,60,2024-12-22,20.0,818000
FAC000967,C03830,2024-10-12,90,2024-12-05,0.0,991000
FAC000968,C03010,2025-01-13,15,2025-05-03,95.0,1147000
FAC000969,C02656,2024-11-24,45,2025-01-15,7.0,1406000
FAC000970,C01788,2024-12-29,90,2025-04-17,19.0,1710000
FAC000971,C04950,2025-09-17,45,2025-09-19,0.0,1571000
FAC000972,C02585,2024-11-29,60,2025-02-07,10.0,462000
FAC000973,C04883,2024-12-10,90,,,681000
FAC000974,C03325,2024-10-19,60,2025-05-04,137.0,958000
FAC000975,C01030,2025-07-02,45,2025-08-18,2.0,1910000
FAC000976,C01500,2025-06-13,15,2025-07-21,23.0,1641000
FAC000977,C00409,2025-08-28,30,2025-09-25,0.0,1974000
FAC000978,C00463,2024-10-06,30,2025-07-25,262.0,306000
FAC000979,C01552,2024-11-02,15,2025-07-12,237.0,1761000
FAC000980,C04452,2025-05-10,90,,,65000
FAC000981,C04472,2025-06-05,45,2025-08-11,22.0,547000
FAC000982,C02567,2025-09-16,60,,,1148000
FAC000983,C04606,2025-05-10,30,,,366000
FAC000984,C02973,2025-08-10,45,,,77000
FAC000985,C03400,2025-08-04,30,,,349000
FAC000986,C03310,2025-04-27,30,2025-07-29,63.0,455000
FAC000987,C03324,2025-02-01,90,2025-06-27,56.0,1009000
FAC000988,C02910,2024-12-24,15,2025-05-17,129.0,1889000
FAC000989,C03581,2024-10-15,30,2025-02-03,81.0,280000
FAC000990,C01828,2025-08-02,45,2025-08-15,0.0,1284000
FAC000991,C02154,2025-03-22,90,2025-06-03,0.0,765000
FAC000992,C03597,2025-08-28,60,,,1828000
FAC000993,C04230,2025-09-14,90,2025-09-20,0.0,1163000
FAC000994,C04840,2025-03-08,60,,,1396000
FAC000995,C02503,2024-11-24,90,2025-06-15,113.0,617000
FAC000996,C03721,2025-07-29,90,,,173000
FAC000997,C03452,2025-01-31,15,2025-03-08,21.0,142000
FAC000998,C00557,2024-11-02,60,2025-01-30,29.0,818000
FAC000999,C00801,2025-04-12,90,2025-04-20,0.0,1689000
FAC001000,C03643,2024-12-07,15,2025-08-29,250.0,1627000
FAC001001,C02656,2024-12-03,15,2025-08-18,243.0,985000
FAC001002,C00195,2024-10-01,90,,,535000
FAC001003,C03037,2025-05-30,45,,,230000
FAC001004,C02326,2024-11-21,30,2025-08-08,230.0,276000
FAC001005,C02519,2024-12-17,45,2025-09-02,214.0,352000
FAC001006,C04315,2024-10-02,60,2025-07-20,231.0,387000
FAC001007,C02681,2025-06-26,15,2025-07-14,3.0,1452000
FAC001008,C00369,2024-11-18,90,2025-08-09,174.0,409000
FAC001009,C01962,2025-07-04,45,2025-09-02,15.0,1761000
FAC001010,C04059,2025-03-29,15,,,1291000
FAC001011,C02852,2025-04-14,60,2025-06-13,0.0,97000
FAC001012,C04531,2024-12-28,15,2025-09-27,258.0,361000
FAC001013,C04196,2024-12-08,90,,,729000
FAC001014,C01725,2025-01-15,15,2025-05-03,93.0,1855000
FAC001015,C03282,2025-01-09,45,2025-03-16,21.0,262000
FAC001016,C03017,2025-07-01,45,2025-08-30,15.0,827000
FAC001017,C04979,2025-08-03,90,,,543000
FAC001018,C01116,2025-08-02,90,,,777000
FAC001019,C03157,2025-04-07,30,2025-04-15,0.0,1466000
FAC001020,C04163,2024-12-21,30,,,1943000
FAC001021,C04123,2025-06-06,45,2025-08-25,35.0,1639000
FAC001022,C02547,2025-01-21,30,2025-07-22,152.0,677000
FAC001023,C00083,2024-10-17,90,2024-11-24,0.0,1884000
FAC001024,C04585,2025-06-02,15,2025-07-20,33.0,874000
FAC001025,C01223,2025-02-16,60,2025-03-12,0.0,374000
FAC001026,C01506,2025-01-30,30,,,1714000
FAC001027,C04551,2025-06-25,90,2025-08-03,0.0,966000
FAC001028,C00806,2025-06-10,15,2025-09-26,93.0,1726000
FAC001029,C02021,2025-06-02,45,2025-08-11,25.0,704000
FAC001030,C00498,2024-10-10,60,,,1328000
FAC001031,C04718,2024-09-28,90,2024-12-25,0.0,1407000
FAC001032,C02671,2025-03-21,60,,,1727000
FAC001033,C03341,2024-10-30,15,2025-06-27,225.0,1030000
FAC001034,C00784,2025-09-08,30,2025-09-14,0.0,1282000
FAC001035,C01377,2025-05-17,30,,,1312000
FAC001036,C03086,2025-04-03,90,,,557000
FAC001037,C01201,2025-03-30,90,2025-04-08,0.0,170000
FAC001038,C02377,2025-03-01,45,2025-07-14,90.0,1716000
FAC001039,C04255,2025-01-04,45,2025-02-03,0.0,114000
FAC001040,C01944,2025-04-06,45,,,1997000
FAC001041,C03297,2025-09-14,30,2025-09-27,0.0,1980000
FAC001042,C02492,2025-08-23,30,,,285000
FAC001043,C01519,2025-05-15,45,2025-08-24,56.0,404000
FAC001044,C01931,2025-03-03,90,2025-03-03,0.0,1011000
FAC001045,C03147,2025-05-24,90,,,1621000
FAC001046,C01354,2025-08-11,45,2025-09-27,2.0,1122000
FAC001047,C00442,2025-06-22,30,2025-07-17,0.0,376000
FAC001048,C03617,2025-03-10,90,2025-03-23,0.0,1262000
FAC001049,C04560,2025-08-04,90,2025-08-31,0.0,1366000
FAC001050,C02258,2025-07-23,90,2025-09-13,0.0,1143000
FAC001051,C04331,2025-03-22,30,2025-04-15,0.0,1478000
FAC001052,C03297,2025-03-13,30,2025-07-23,102.0,340000
FAC001053,C02402,2024-12-09,90,,,399000
FAC001054,C03722,2025-06-05,90,2025-07-02,0.0,526000
FAC001055,C01170,2025-05-01,45,2025-05-25,0.0,369000
FAC001056,C01508,2025-02-28,45,,,749000
FAC001057,C04282,2024-12-07,30,,,1655000
FAC001058,C04498,2025-03-08,90,2025-07-15,39.0,1912000
FAC001059,C01248,2024-11-03,90,,,932000
FAC001060,C01337,2025-03-02,90,,,1411000
FAC001061,C02054,2025-01-06,60,2025-07-03,118.0,1096000
FAC001062,C02517,2025-07-02,30,,,1780000
FAC001063,C02951,2025-09-13,60,2025-09-19,0.0,1507000
FAC001064,C04299,2025-05-04,30,2025-08-14,72.0,655000
FAC001065,C02107,2024-10-24,15,2025-04-06,149.0,683000
FAC001066,C02132,2025-09-17,30,2025-09-26,0.0,268000
FAC001067,C00976,2025-09-14,45,2025-09-18,0.0,1395000
FAC001068,C04044,2025-05-31,90,,,1851000
FAC001069,C03499,2024-12-18,45,2025-08-08,188.0,789000
FAC001070,C03139,2024-10-30,60,,,1530000
FAC001071,C01824,2025-01-29,60,2025-06-11,73.0,165000
FAC001072,C01961,2025-06-28,15,2025-08-31,49.0,98000
FAC001073,C04575,2024-10-22,15,,,1573000
FAC001074,C04405,2025-06-07,30,2025-07-11,4.0,1273000
FAC001075,C02144,2024-11-16,90,2024-12-31,0.0,1159000
FAC001076,C04585,2025-05-28,15,2025-08-24,73.0,1007000
FAC001077,C04835,2024-12-21,30,,,1449000
FAC001078,C03846,2025-08-25,45,2025-09-18,0.0,1360000
FAC001079,C03546,2024-11-17,45,2025-04-27,116.0,1702000
FAC001080,C04299,2025-01-16,60,2025-04-08,22.0,1217000
FAC001081,C00363,2025-05-22,30,2025-07-22,31.0,71000
FAC001082,C04525,2025-01-03,15,2025-03-05,46.0,1037000
FAC001083,C04790,2025-08-24,90,2025-09-20,0.0,1354000
FAC001084,C03316,2025-06-26,45,,,1923000
FAC001085,C00108,2025-02-12,90,2025-04-01,0.0,1051000
FAC001086,C02610,2025-07-12,15,2025-07-13,0.0,323000
FAC001087,C03921,2025-06-30,60,,,443000
FAC001088,C03260,2025-08-14,15,,,1761000
FAC001089,C01147,2024-12-09,90,2025-06-10,93.0,1247000
FAC001090,C02685,2024-11-25,60,,,1706000
FAC001091,C01451,2025-09-04,45,,,1052000
FAC001092,C03638,2025-05-29,45,2025-09-21,70.0,802000
FAC001093,C02587,2024-11-28,15,,,1142000
FAC001094,C02447,2025-09-11,60,2025-09-14,0.0,1377000
FAC001095,C03005,2024-12-12,45,2025-05-23,117.0,845000
FAC001096,C04228,2025-08-22,90,2025-09-17,0.0,157000
FAC001097,C04067,2025-05-25,30,,,1870000
FAC001098,C00801,2025-02-25,45,,,1965000
FAC001099,C01666,2025-09-13,60,2025-09-24,0.0,902000
FAC001100,C03721,2025-08-13,60,2025-09-28,0.0,1428000
FAC001101,C00770,2024-10-25,90,,,906000
FAC001102,C03503,2025-09-13,90,2025-09-22,0.0,1267000
FAC001103,C03635,2025-01-30,15,2025-04-30,75.0,1472000
FAC001104,C00416,2024-10-30,45,,,1024000
FAC001105,C02762,2025-08-20,15,,,1242000
FAC001106,C01514,2025-07-19,30,,,1154000
FAC001107,C04888,2025-06-05,15,2025-09-12,84.0,326000
FAC001108,C02220,2025-03-19,90,2025-06-12,0.0,755000
FAC001109,C04136,2025-05-31,45,,,424000
FAC001110,C04661,2025-07-28,90,,,411000
FAC001111,C02613,2025-03-07,60,2025-07-04,59.0,376000
FAC001112,C03835,2025-05-15,45,2025-06-28,0.0,741000
FAC001113,C03964,2025-07-21,60,,,1550000
FAC001114,C01183,2024-10-11,15,,,136000
FAC001115,C03873,2025-04-17,15,2025-04-27,0.0,1285000
FAC001116,C04187,2025-05-19,30,,,321000
FAC001117,C02827,2025-07-26,90,2025-08-29,0.0,202000
FAC001118,C01824,2025-01-01,15,2025-06-28,163.0,704000
FAC001119,C04940,2024-11-01,15,2025-03-30,134.0,274000
FAC001120,C04409,2025-01-31,15,2025-05-01,75.0,1613000
FAC001121,C03946,2025-05-12,90,2025-06-17,0.0,314000
FAC001122,C01572,2025-03-11,30,2025-04-16,6.0,921000
FAC001123,C00770,2024-12-14,30,2025-06-27,165.0,1551000
FAC001124,C00525,2025-01-08,45,2025-08-17,176.0,1654000
FAC001125,C04282,2025-08-07,45,2025-08-12,0.0,1654000
FAC001126,C00829,2025-05-31,60,,,1718000
FAC001127,C02489,2025-03-26,15,,,1925000
FAC001128,C04045,2024-12-20,30,2025-09-20,244.0,1620000
FAC001129,C02504,2025-09-14,90,2025-09-20,0.0,243000
FAC001130,C00472,2024-11-24,15,2025-08-25,259.0,1853000
FAC001131,C03751,2024-11-13,15,2025-05-25,178.0,300000
FAC001132,C00211,2025-09-05,90,2025-09-23,0.0,1954000
FAC001133,C00195,2025-07-11,60,2025-09-27,18.0,1471000
FAC001134,C03265,2025-08-16,60,2025-09-13,0.0,845000
FAC001135,C03285,2025-04-26,30,2025-06-10,15.0,416000
FAC001136,C00004,2025-04-29,30,2025-08-24,87.0,1724000
FAC001137,C01812,2024-11-01,90,,,1263000
FAC001138,C01848,2025-04-09,90,2025-08-19,42.0,243000
FAC001139,C02736,2024-10-15,30,,,1081000
FAC001140,C00785,2024-11-09,30,2025-06-07,180.0,180000
FAC001141,C02250,2025-07-09,30,2025-07-21,0.0,1812000
FAC001142,C04932,2025-05-26,90,2025-08-10,0.0,421000
FAC001143,C00045,2025-03-27,60,,,89000
FAC001144,C03835,2025-07-11,15,2025-07-13,0.0,1749000
FAC001145,C01170,2025-05-02,45,2025-09-22,98.0,1434000
FAC001146,C04603,2025-09-16,30,2025-09-24,0.0,267000
FAC001147,C01628,2024-12-05,15,2025-03-22,92.0,733000
FAC001148,C01933,2025-08-07,30,2025-09-28,22.0,1534000
FAC001149,C02671,2025-07-23,15,2025-08-18,11.0,1610000
FAC001150,C01038,2024-11-24,45,,,1797000
FAC001151,C01346,2025-08-16,15,,,1237000
FAC001152,C02778,2025-04-12,15,2025-09-05,131.0,705000
FAC001153,C02070,2025-01-05,90,2025-05-01,26.0,1812000
FAC001154,C02402,2025-06-25,60,2025-07-27,0.0,248000
FAC001155,C03567,2025-01-28,45,,,1767000
FAC001156,C04132,2024-11-27,90,2025-02-28,3.0,518000
FAC001157,C03806,2025-07-20,45,2025-09-15,12.0,653000
FAC001158,C01240,2025-06-09,90,,,1193000
FAC001159,C04875,2024-11-30,15,,,850000
FAC001160,C03362,2025-02-02,45,,,607000
FAC001161,C04278,2025-04-07,30,,,388000
FAC001162,C01160,2025-07-15,45,,,126000
FAC001163,C00016,2025-04-01,30,2025-09-26,148.0,649000
FAC001164,C00751,2025-05-19,60,2025-07-05,0.0,1772000
FAC001165,C02218,2025-06-07,30,2025-07-13,6.0,1524000
FAC001166,C00922,2024-12-16,45,2025-02-13,14.0,1265000
FAC001167,C04840,2025-05-19,60,2025-08-16,29.0,490000
FAC001168,C01838,2024-11-11,90,2025-06-21,132.0,1618000
FAC001169,C02011,2025-09-13,15,,,255000
FAC001170,C04800,2025-06-22,45,2025-07-21,0.0,1294000
FAC001171,C01737,2024-11-28,15,,,466000
FAC001172,C00173,2025-08-14,60,,,826000
FAC001173,C03602,2024-12-07,30,2024-12-25,0.0,1303000
FAC001174,C03258,2025-04-26,30,2025-09-12,109.0,220000
FAC001175,C01545,2024-12-21,60,2025-09-20,213.0,1335000
FAC001176,C04228,2025-02-10,45,,,1598000
FAC001177,C00522,2025-09-13,45,2025-09-20,0.0,1033000
FAC001178,C02726,2024-12-18,90,,,1219000
FAC001179,C03744,2024-09-29,60,2024-11-09,0.0,1252000
FAC001180,C03919,2025-07-20,60,2025-08-22,0.0,1583000
FAC001181,C02644,2024-10-16,45,,,1031000
FAC001182,C01495,2024-11-13,90,2024-11-15,0.0,847000
FAC001183,C03869,2024-10-28,15,2024-12-24,42.0,1152000
FAC001184,C01248,2025-01-23,30,2025-08-23,182.0,1273000
FAC001185,C04840,2025-08-20,30,2025-08-29,0.0,559000
FAC001186,C02887,2024-09-28,45,,,1020000
FAC001187,C00180,2025-04-14,60,2025-08-18,66.0,1623000
FAC001188,C00424,2025-06-19,45,2025-06-27,0.0,1484000
FAC001189,C03895,2024-11-14,60,2025-05-30,137.0,1742000
FAC001190,C03643,2024-11-04,90,,,1816000
FAC001191,C01147,2025-06-24,30,,,1007000
FAC001192,C01228,2025-03-24,30,,,1918000
FAC001193,C02049,2025-08-22,60,2025-09-27,0.0,1299000
FAC001194,C04785,2024-12-18,15,2025-08-01,211.0,771000
FAC001195,C01446,2024-11-17,45,2025-02-25,55.0,1743000
FAC001196,C04272,2025-06-19,45,2025-07-11,0.0,1481000
FAC001197,C02102,2025-01-16,45,2025-03-02,0.0,245000
FAC001198,C00591,2024-12-21,60,2025-04-28,68.0,699000
FAC001199,C02924,2025-02-01,30,2025-06-08,97.0,1241000
FAC001200,C02492,2025-08-05,90,2025-09-22,0.0,1879000
FAC001201,C04132,2025-01-16,30,,,674000
FAC001202,C02671,2025-01-09,90,2025-07-08,90.0,1939000
FAC001203,C01377,2024-10-11,15,2025-05-20,206.0,1665000
FAC001204,C03107,2025-07-26,90,2025-09-10,0.0,1683000
FAC001205,C04635,2024-12-29,60,2025-04-02,34.0,1490000
FAC001206,C03218,2025-02-03,30,2025-06-28,115.0,1723000
FAC001207,C02627,2025-03-27,45,,,570000
FAC001208,C00198,2025-03-27,15,,,1738000
FAC001209,C04980,2025-07-21,30,,,1657000
FAC001210,C04059,2025-04-08,30,,,1180000
FAC001211,C01737,2025-04-11,15,,,810000
FAC001212,C00324,2025-08-16,90,,,575000
FAC001213,C01796,2025-09-10,60,,,1043000
FAC001214,C00619,2025-01-04,15,2025-07-24,186.0,1159000
FAC001215,C02517,2025-03-17,90,2025-04-30,0.0,612000
FAC001216,C04067,2025-01-04,60,2025-03-26,21.0,1462000
FAC001217,C03526,2025-04-06,15,,,1486000
FAC001218,C02255,2025-01-05,60,2025-09-19,197.0,1067000
FAC001219,C00143,2025-07-24,45,2025-09-28,21.0,1835000
FAC001220,C04975,2025-07-05,45,2025-08-03,0.0,790000
FAC001221,C01810,2024-11-24,30,2025-06-18,176.0,383000
FAC001222,C02951,2025-03-28,45,2025-06-08,27.0,2000000
FAC001223,C02202,2025-04-23,60,,,674000
FAC001224,C04067,2025-06-13,90,,,682000
FAC001225,C00151,2025-09-11,90,2025-09-22,0.0,633000
FAC001226,C03971,2024-09-30,30,2025-04-22,174.0,126000
FAC001227,C03037,2024-12-28,45,2025-09-08,209.0,337000
FAC001228,C00773,2025-05-16,15,,,482000
FAC001229,C04707,2024-10-06,15,2024-10-19,0.0,1951000
FAC001230,C00787,2025-02-13,90,2025-09-27,136.0,1987000
FAC001231,C01499,2024-11-04,30,,,270000
FAC001232,C04160,2025-02-14,90,2025-08-30,107.0,1168000
FAC001233,C03155,2025-03-25,60,2025-08-18,86.0,946000
FAC001234,C01163,2024-11-04,45,,,690000
FAC001235,C04707,2025-02-23,90,2025-06-08,15.0,1462000
FAC001236,C01752,2025-03-14,90,,,653000
FAC001237,C01767,2025-05-15,15,,,1567000
FAC001238,C01506,2024-11-18,60,2025-03-09,51.0,439000
FAC001239,C03697,2025-05-19,90,2025-06-21,0.0,317000
FAC001240,C02080,2025-04-20,45,,,881000
FAC001241,C00433,2025-03-29,15,2025-03-30,0.0,1980000
FAC001242,C01996,2025-05-10,90,2025-08-19,11.0,418000
FAC001243,C02633,2025-08-30,45,,,1684000
FAC001244,C03074,2025-08-21,90,2025-08-23,0.0,1470000
FAC001245,C01084,2025-07-22,15,2025-09-02,27.0,1555000
FAC001246,C00175,2024-10-25,90,2025-03-16,52.0,815000
FAC001247,C03200,2024-12-25,90,2025-02-17,0.0,1056000
FAC001248,C01061,2025-04-15,60,,,1182000
FAC001249,C03636,2025-06-23,15,2025-09-26,80.0,1886000
FAC001250,C02644,2025-04-27,30,,,547000
FAC001251,C02895,2024-10-19,90,,,1133000
FAC001252,C02219,2025-02-24,60,2025-09-03,131.0,1973000
FAC001253,C01128,2025-04-11,90,2025-04-11,0.0,157000
FAC001254,C04348,2025-07-23,30,2025-09-18,27.0,1113000
FAC001255,C02794,2025-05-17,60,2025-07-02,0.0,808000
FAC001256,C03440,2025-02-28,30,2025-06-19,81.0,1236000
FAC001257,C01911,2024-12-20,30,,,1934000
FAC001258,C00148,2024-10-12,60,2024-10-20,0.0,576000
FAC001259,C01553,2025-06-24,15,,,1723000
FAC001260,C03054,2025-05-15,45,2025-09-14,77.0,655000
FAC001261,C02241,2025-03-09,15,2025-03-13,0.0,330000
FAC001262,C01774,2025-03-20,15,,,396000
FAC001263,C00819,2025-07-02,30,,,1257000
FAC001264,C03697,2025-02-26,15,2025-05-10,58.0,1530000
FAC001265,C00265,2025-01-12,45,,,331000
FAC001266,C02979,2024-10-27,30,2025-09-09,287.0,952000
FAC001267,C00408,2025-06-22,60,2025-08-16,0.0,1603000
FAC001268,C04272,2024-10-07,60,,,1677000
FAC001269,C04092,2024-11-28,90,,,510000
FAC001270,C04659,2025-04-09,60,2025-09-19,103.0,968000
FAC001271,C03048,2024-10-02,30,2024-12-11,40.0,1481000
FAC001272,C00361,2025-09-15,15,2025-09-21,0.0,1708000
FAC001273,C00829,2025-06-17,15,,,1793000
FAC001274,C00432,2025-05-29,15,2025-08-07,55.0,473000
FAC001275,C03921,2025-02-13,15,2025-08-28,181.0,83000
FAC001276,C04098,2025-06-15,45,2025-06-18,0.0,1657000
FAC001277,C00460,2025-02-10,60,2025-04-26,15.0,264000
FAC001278,C04197,2025-07-06,60,2025-09-01,0.0,1572000
FAC001279,C02959,2025-07-13,45,2025-07-13,0.0,1827000
FAC001280,C00266,2025-04-08,60,,,694000
FAC001281,C01446,2025-05-06,45,,,622000
FAC001282,C02736,2025-07-27,45,,,1549000
FAC001283,C02219,2025-02-15,90,2025-06-18,33.0,1127000
FAC001284,C04736,2025-04-03,30,2025-09-05,125.0,1934000
FAC001285,C04145,2025-03-15,90,2025-07-02,19.0,303000
FAC001286,C00403,2025-04-11,90,,,1122000
FAC001287,C04922,2025-08-08,60,,,532000
FAC001288,C03008,2024-12-10,60,2025-02-14,6.0,577000
FAC001289,C00546,2025-09-10,90,2025-09-27,0.0,997000
FAC001290,C00143,2025-04-17,60,,,59000
FAC001291,C02056,2024-11-05,30,2025-03-24,109.0,1708000
FAC001292,C04578,2025-02-25,90,2025-07-18,53.0,1737000
FAC001293,C02845,2025-08-12,15,2025-08-22,0.0,1649000
FAC001294,C03430,2025-03-03,60,2025-09-02,123.0,1080000
FAC001295,C03324,2025-01-30,45,2025-09-08,176.0,73000
FAC001296,C02012,2025-06-18,90,2025-08-31,0.0,1621000
FAC001297,C03524,2025-07-17,60,2025-07-24,0.0,1997000
FAC001298,C01506,2025-07-12,90,,,1876000
FAC001299,C00265,2025-01-18,90,,,649000
FAC001300,C01080,2024-10-11,15,2025-08-09,287.0,1059000
FAC001301,C03008,2025-08-26,60,2025-09-26,0.0,823000
FAC001302,C03446,2025-07-22,60,2025-09-23,3.0,773000
FAC001303,C02839,2024-10-10,15,,,1184000
FAC001304,C04132,2025-06-21,15,,,957000
FAC001305,C00143,2025-02-21,90,2025-02-27,0.0,862000
FAC001306,C00622,2024-11-05,60,,,1106000
FAC001307,C01724,2024-11-16,15,2025-03-23,112.0,586000
FAC001308,C04580,2025-07-18,15,2025-09-11,40.0,278000
FAC001309,C01022,2024-12-08,60,2025-06-29,143.0,1485000
FAC001310,C01387,2024-10-02,30,2024-10-27,0.0,399000
FAC001311,C02553,2024-10-03,30,2025-07-29,269.0,966000
FAC001312,C01442,2024-11-19,30,2025-09-26,281.0,1394000
FAC001313,C03280,2025-07-27,15,2025-08-31,20.0,1297000
FAC001314,C02822,2025-02-15,45,2025-09-12,164.0,1839000
FAC001315,C00622,2025-06-19,30,2025-07-26,7.0,1097000
FAC001316,C01752,2025-07-27,30,,,1490000
FAC001317,C04525,2025-04-17,30,2025-07-10,54.0,310000
FAC001318,C04800,2024-10-15,15,2024-12-01,32.0,1391000
FAC001319,C02346,2025-07-18,15,,,343000
FAC001320,C03700,2024-12-08,60,2025-08-03,178.0,387000
FAC001321,C04512,2025-04-14,30,2025-05-25,11.0,554000
FAC001322,C04581,2025-01-20,15,2025-03-02,26.0,414000
FAC001323,C01031,2025-05-22,45,2025-07-29,23.0,1974000
FAC001324,C02509,2025-02-09,90,2025-04-14,0.0,1871000
FAC001325,C00030,2025-02-15,90,,,77000
FAC001326,C03356,2024-12-14,90,2024-12-22,0.0,62000
FAC001327,C03642,2024-10-17,60,2024-12-05,0.0,770000
FAC001328,C03702,2025-07-12,60,2025-09-24,14.0,599000
FAC001329,C01666,2025-01-31,30,2025-07-23,143.0,1423000
FAC001330,C02835,2025-01-08,30,,,211000
FAC001331,C03678,2025-05-11,45,2025-09-14,81.0,1375000
FAC001332,C01158,2024-10-15,60,2025-03-05,81.0,1760000
FAC001333,C03018,2025-09-11,30,2025-09-16,0.0,1227000
FAC001334,C04413,2025-02-02,90,2025-06-13,41.0,631000
FAC001335,C03170,2025-06-23,60,2025-08-06,0.0,1024000
FAC001336,C04483,2025-08-02,90,,,444000
FAC001337,C04187,2025-07-17,60,2025-08-20,0.0,1446000
FAC001338,C02835,2025-01-03,90,2025-05-22,49.0,1330000
FAC001339,C03207,2025-01-26,30,2025-04-03,37.0,1802000
FAC001340,C00777,2025-02-28,15,2025-07-23,130.0,1197000
FAC001341,C00293,2025-01-21,90,2025-09-23,155.0,1287000
FAC001342,C02280,2025-03-22,15,2025-03-24,0.0,1664000
FAC001343,C01254,2024-12-18,45,2025-07-04,153.0,1605000
FAC001344,C02309,2025-03-21,15,,,920000
FAC001345,C02860,2025-05-30,90,,,1238000
FAC001346,C03993,2025-05-22,90,2025-06-05,0.0,1789000
FAC001347,C04016,2025-04-05,30,2025-06-26,52.0,486000
FAC001348,C03526,2025-04-09,60,,,352000
FAC001349,C03737,2025-06-21,90,,,1227000
FAC001350,C00724,2025-01-01,30,,,1978000
FAC001351,C02865,2025-05-07,60,2025-08-26,51.0,1134000
FAC001352,C02801,2024-10-01,90,2025-05-10,131.0,1756000
FAC001353,C04844,2025-01-31,45,2025-02-06,0.0,493000
FAC001354,C04331,2025-08-29,30,,,1612000
FAC001355,C04355,2024-11-10,60,2025-05-17,128.0,1120000
FAC001356,C02693,2025-04-26,30,2025-08-28,94.0,255000
FAC001357,C00447,2025-09-03,60,2025-09-28,0.0,70000
FAC001358,C03937,2025-09-01,15,,,257000
FAC001359,C01418,2025-05-28,15,2025-06-24,12.0,1466000
FAC001360,C02240,2025-04-11,30,2025-09-01,113.0,452000
FAC001361,C03781,2025-03-19,60,,,201000
FAC001362,C02685,2025-04-27,90,,,915000
FAC001363,C02326,2024-12-22,45,2025-02-23,18.0,601000
FAC001364,C02094,2025-03-10,45,,,1869000
FAC001365,C02867,2025-04-13,30,,,1548000
