ID_Transacción,ID_Cliente,ID_Tienda,SKU,Cantidad,Precio_Unitario,Fecha,Total
TRX0008687,C04297,T013,P00190,5,270600,2024-03-18,1353000
TRX0008688,C01512,T006,P00080,3,108200,2024-01-13,324600
TRX0008689,C03365,T019,P00061,3,228100,2025-04-04,684300
TRX0008690,C01056,T001,P00045,5,278800,2023-10-15,1394000
TRX0008691,C03145,T014,P00201,1,40400,2024-02-03,40400
TRX0008692,C03262,T003,P00166,5,132100,2024-02-25,660500
TRX0008693,C03717,T019,P00107,3,236800,2024-09-30,710400
TRX0008694,C04780,T014,P00093,5,75800,2024-10-11,379000
TRX0008695,C01450,T007,P00137,5,294900,2024-10-10,1474500
TRX0008696,C02825,T013,P00153,1,312400,2025-01-08,312400
TRX0008697,C05000,T019,P00230,5,19600,2023-10-04,98000
TRX0008698,C04922,T022,P00126,4,114700,2024-07-22,458800
TRX0008699,C01265,T019,P00119,4,102500,2025-02-15,410000
TRX0008700,C04942,T024,P00242,4,145300,2025-08-25,581200
TRX0008701,C04491,T008,P00202,4,209300,2024-09-10,837200
TRX0008702,C01765,T011,P00078,1,279900,2025-06-17,279900
TRX0008703,C04529,T024,P00114,4,403900,2025-01-06,1615600
TRX0008704,C03912,T013,P00065,5,8300,2025-01-12,41500
TRX0008705,C04555,T017,P00185,2,54500,2024-04-16,109000
TRX0008706,C03802,T023,P00246,4,183700,2025-06-26,734800
TRX0008707,C04059,T015,P00097,1,367700,2025-01-30,367700
TRX0008708,C01535,T012,P00230,5,19600,2025-05-14,98000
TRX0008709,C03554,T001,P00119,3,102500,2025-06-12,307500
TRX0008710,C02467,T004,P00177,3,185400,2025-04-17,556200
TRX0008711,C02024,T009,P00127,5,232500,2024-11-10,1162500
TRX0008712,C04303,T006,P00098,4,110000,2025-02-24,440000
TRX0008713,C00401,T017,P00186,2,37000,2025-06-18,74000
TRX0008714,C02061,T020,P00140,5,194400,2024-02-24,972000
TRX0008715,C02024,T004,P00213,4,14200,2023-10-16,56800
TRX0008716,C02682,T007,P00258,3,18300,2023-10-08,54900
TRX0008717,C04941,T017,P00203,5,89300,2024-07-09,446500
TRX0008718,C01554,T025,P00145,5,55800,2024-02-03,279000
TRX0008719,C04912,T003,P00140,4,194400,2025-06-15,777600
TRX0008720,C01268,T005,P00118,2,93100,2024-07-03,186200
TRX0008721,C03297,T001,P00165,4,101800,2025-04-26,407200
TRX0008722,C00241,T001,P00019,1,111500,2025-05-22,111500
TRX0008723,C00545,T010,P00042,2,88200,2023-11-12,176400
TRX0008724,C02438,T002,P00066,5,84400,2024-03-07,422000
TRX0008725,C03821,T013,P00271,1,313300,2025-05-06,313300
TRX0008726,C01203,T020,P00068,5,222200,2024-03-29,1111000
TRX0008727,C00552,T010,P00211,4,244800,2024-08-29,979200
TRX0008728,C01859,T002,P00170,4,171200,2024-08-04,684800
TRX0008729,C02329,T024,P00079,4,148700,2024-04-01,594800
TRX0008730,C04621,T003,P00098,2,110000,2023-12-20,220000
TRX0008731,C01784,T010,P00152,2,125000,2025-02-04,250000
TRX0008732,C00969,T001,P00150,4,182600,2024-02-13,730400
TRX0008733,C01673,T017,P00033,3,123500,2025-02-05,370500
TRX0008734,C04710,T016,P00129,2,240700,2025-01-16,481400
TRX0008735,C02633,T005,P00193,1,248500,2024-03-11,248500
TRX0008736,C04453,T016,P00289,1,43600,2024-10-10,43600
TRX0008737,C01085,T002,P00211,3,244800,2025-02-28,734400
TRX0008738,C04846,T020,P00147,4,235500,2025-01-10,942000
TRX0008739,C04425,T014,P00135,2,89200,2025-06-21,178400
TRX0008740,C02681,T022,P00183,2,423900,2025-05-21,847800
TRX0008741,C03144,T010,P00128,3,55500,2024-12-26,166500
TRX0008742,C01309,T024,P00137,1,294900,2025-03-22,294900
TRX0008743,C01110,T010,P00254,1,286500,2025-09-05,286500
TRX0008744,C00094,T011,P00045,5,278800,2023-11-17,1394000
TRX0008745,C01240,T002,P00297,2,54800,2024-11-06,109600
TRX0008746,C04249,T006,P00112,4,39700,2025-09-04,158800
TRX0008747,C01914,T011,P00051,5,11700,2024-09-13,58500
TRX0008748,C01902,T001,P00134,5,270400,2024-08-28,1352000
TRX0008749,C04672,T016,P00239,1,19900,2025-09-17,19900
TRX0008750,C03495,T014,P00232,2,314500,2024-10-28,629000
TRX0008751,C04986,T004,P00087,1,131400,2024-11-14,131400
TRX0008752,C02139,T018,P00212,2,40400,2024-05-22,80800
TRX0008753,C03283,T005,P00250,2,188700,2023-11-05,377400
TRX0008754,C04657,T025,P00119,2,102500,2024-03-04,205000
TRX0008755,C04467,T002,P00182,1,99800,2024-06-23,99800
TRX0008756,C03032,T013,P00054,5,175700,2024-05-25,878500
TRX0008757,C04375,T005,P00294,4,34100,2024-09-22,136400
TRX0008758,C00036,T003,P00257,4,354400,2025-08-11,1417600
TRX0008759,C03882,T022,P00255,3,307200,2024-10-03,921600
TRX0008760,C02986,T008,P00061,2,228100,2025-05-26,456200
TRX0008761,C00023,T015,P00056,4,63200,2024-12-10,252800
TRX0008762,C03347,T014,P00099,2,295500,2025-05-21,591000
TRX0008763,C00824,T017,P00108,5,262200,2024-03-05,1311000
TRX0008764,C03528,T019,P00030,5,17700,2023-11-15,88500
TRX0008765,C02730,T016,P00151,5,21700,2024-01-19,108500
TRX0008766,C01253,T025,P00225,4,126300,2023-12-09,505200
TRX0008767,C02379,T001,P00120,4,130200,2024-07-08,520800
TRX0008768,C02537,T008,P00191,1,57000,2024-03-29,57000
TRX0008769,C02518,T016,P00127,4,232500,2024-08-31,930000
TRX0008770,C02111,T004,P00150,1,182600,2024-11-08,182600
TRX0008771,C01339,T011,P00184,2,329900,2025-04-26,659800
TRX0008772,C01848,T003,P00049,2,228800,2025-02-19,457600
TRX0008773,C01591,T016,P00227,1,109700,2024-08-17,109700
TRX0008774,C02587,T013,P00223,1,304600,2024-07-02,304600
TRX0008775,C00795,T001,P00071,4,211600,2023-12-20,846400
TRX0008776,C00425,T016,P00202,1,209300,2024-09-03,209300
TRX0008777,C04016,T016,P00039,3,327600,2025-03-13,982800
TRX0008778,C01610,T021,P00012,4,105700,2023-12-14,422800
TRX0008779,C01390,T003,P00110,5,257200,2023-12-16,1286000
TRX0008780,C04066,T012,P00108,1,262200,2024-05-28,262200
TRX0008781,C00509,T008,P00219,5,19000,2024-11-25,95000
TRX0008782,C03433,T003,P00144,3,192800,2024-03-21,578400
TRX0008783,C04716,T025,P00098,2,110000,2025-02-04,220000
TRX0008784,C01470,T002,P00010,1,173000,2024-09-18,173000
TRX0008785,C01202,T023,P00009,2,130000,2025-02-27,260000
TRX0008786,C02733,T020,P00247,2,120100,2023-11-01,240200
TRX0008787,C04783,T020,P00204,4,157600,2025-05-09,630400
TRX0008788,C00582,T019,P00127,2,232500,2025-08-04,465000
TRX0008789,C01625,T017,P00078,1,279900,2025-06-10,279900
TRX0008790,C03968,T007,P00065,3,8300,2025-05-16,24900
TRX0008791,C01721,T015,P00087,3,131400,2024-01-21,394200
TRX0008792,C00331,T007,P00191,3,57000,2024-08-09,171000
TRX0008793,C02444,T024,P00251,5,310800,2024-02-15,1554000
TRX0008794,C01507,T010,P00106,1,230100,2024-07-23,230100
TRX0008795,C02544,T009,P00251,2,310800,2025-09-05,621600
TRX0008796,C03675,T010,P00118,3,93100,2025-09-08,279300
TRX0008797,C04506,T020,P00136,4,358200,2025-06-29,1432800
TRX0008798,C00001,T025,P00095,2,158900,2024-06-16,317800
TRX0008799,C02220,T016,P00070,2,97400,2025-07-23,194800
TRX0008800,C03533,T001,P00229,3,12700,2023-10-15,38100
TRX0008801,C03637,T024,P00282,5,32000,2024-12-16,160000
TRX0008802,C04379,T014,P00008,2,59000,2025-01-10,118000
TRX0008803,C01055,T025,P00097,3,367700,2025-06-12,1103100
TRX0008804,C01848,T011,P00165,1,101800,2025-05-03,101800
TRX0008805,C00539,T001,P00152,5,125000,2024-10-24,625000
TRX0008806,C03854,T014,P00207,1,282800,2025-03-27,282800
TRX0008807,C02633,T003,P00248,1,141100,2025-05-19,141100
TRX0008808,C04984,T003,P00264,1,131600,2024-05-07,131600
TRX0008809,C03861,T021,P00300,5,79300,2025-08-18,396500
TRX0008810,C00280,T023,P00105,3,6200,2023-11-02,18600
TRX0008811,C04566,T025,P00137,3,294900,2025-02-27,884700
TRX0008812,C02927,T003,P00050,3,15300,2023-10-10,45900
TRX0008813,C03960,T023,P00048,1,344600,2025-02-25,344600
TRX0008814,C01958,T022,P00014,4,56400,2025-02-09,225600
TRX0008815,C01364,T018,P00050,5,15300,2025-08-09,76500
TRX0008816,C04859,T012,P00236,4,13200,2025-07-04,52800
TRX0008817,C00643,T009,P00028,2,206800,2024-04-05,413600
TRX0008818,C02881,T013,P00158,5,187200,2024-02-02,936000
TRX0008819,C01578,T009,P00016,4,231400,2024-03-24,925600
TRX0008820,C00304,T020,P00185,5,54500,2024-04-07,272500
TRX0008821,C00602,T018,P00173,5,141400,2024-01-06,707000
TRX0008822,C02901,T017,P00003,3,32200,2025-05-30,96600
TRX0008823,C00012,T012,P00137,1,294900,2025-04-18,294900
TRX0008824,C02838,T018,P00130,1,128600,2024-02-16,128600
TRX0008825,C00648,T024,P00065,5,8300,2024-10-04,41500
TRX0008826,C00782,T011,P00125,4,417800,2023-12-14,1671200
TRX0008827,C03702,T009,P00049,4,228800,2025-03-16,915200
TRX0008828,C02223,T023,P00220,3,307600,2024-10-18,922800
TRX0008829,C03215,T022,P00059,5,198900,2024-07-26,994500
TRX0008830,C02997,T008,P00239,5,19900,2024-04-02,99500
TRX0008831,C04934,T022,P00119,1,102500,2024-11-22,102500
TRX0008832,C00959,T013,P00024,5,124300,2023-11-18,621500
TRX0008833,C00385,T021,P00182,3,99800,2024-07-04,299400
TRX0008834,C04030,T016,P00055,2,56000,2025-04-06,112000
TRX0008835,C00023,T002,P00194,1,72400,2024-09-18,72400
TRX0008836,C02336,T001,P00017,4,19300,2024-02-01,77200
TRX0008837,C04816,T008,P00032,3,324200,2024-10-29,972600
TRX0008838,C00104,T023,P00286,2,149100,2024-09-22,298200
TRX0008839,C02552,T011,P00144,4,192800,2024-03-30,771200
TRX0008840,C02554,T004,P00184,2,329900,2024-06-04,659800
TRX0008841,C04421,T009,P00034,2,39100,2024-07-01,78200
TRX0008842,C00151,T025,P00162,2,229900,2025-06-20,459800
TRX0008843,C02037,T020,P00159,1,135600,2024-01-29,135600
TRX0008844,C04473,T005,P00055,5,56000,2024-07-13,280000
TRX0008845,C01460,T003,P00013,3,181900,2023-12-28,545700
TRX0008846,C04421,T001,P00209,2,121500,2025-03-07,243000
TRX0008847,C01713,T019,P00175,2,102700,2024-09-17,205400
TRX0008848,C03135,T013,P00026,5,282900,2023-12-20,1414500
TRX0008849,C01314,T025,P00053,3,300900,2025-06-30,902700
TRX0008850,C00327,T008,P00188,3,19500,2025-06-05,58500
TRX0008851,C04209,T012,P00225,2,126300,2025-07-20,252600
TRX0008852,C04457,T018,P00172,5,55300,2025-03-18,276500
TRX0008853,C03272,T022,P00020,5,195700,2025-05-17,978500
TRX0008854,C02284,T021,P00036,5,267900,2025-01-13,1339500
TRX0008855,C00173,T022,P00104,1,30800,2023-12-08,30800
TRX0008856,C03644,T018,P00127,2,232500,2025-06-25,465000
TRX0008857,C04428,T001,P00183,3,423900,2024-01-22,1271700
TRX0008858,C01242,T013,P00248,5,141100,2025-05-07,705500
TRX0008859,C02636,T006,P00075,4,16300,2025-02-20,65200
TRX0008860,C04982,T023,P00023,4,60800,2025-05-14,243200
TRX0008861,C02769,T003,P00274,4,52700,2024-08-03,210800
TRX0008862,C03131,T010,P00229,3,12700,2025-02-05,38100
TRX0008863,C03583,T023,P00191,3,57000,2025-06-30,171000
TRX0008864,C04918,T007,P00169,2,266900,2023-11-21,533800
TRX0008865,C01669,T024,P00067,4,52900,2025-01-18,211600
TRX0008866,C01940,T011,P00076,1,318500,2024-12-10,318500
TRX0008867,C03421,T005,P00027,3,326100,2023-11-28,978300
TRX0008868,C01640,T002,P00184,1,329900,2025-06-19,329900
TRX0008869,C01556,T020,P00260,1,249600,2024-11-01,249600
TRX0008870,C03838,T010,P00190,3,270600,2024-06-22,811800
TRX0008871,C02160,T001,P00034,4,39100,2024-02-16,156400
TRX0008872,C04122,T017,P00249,5,123300,2025-05-07,616500
TRX0008873,C00438,T025,P00106,4,230100,2024-04-16,920400
TRX0008874,C03539,T016,P00272,5,78800,2024-04-07,394000
TRX0008875,C00349,T017,P00050,1,15300,2024-09-29,15300
TRX0008876,C04958,T018,P00165,4,101800,2024-10-01,407200
TRX0008877,C03957,T002,P00115,3,181600,2023-10-14,544800
TRX0008878,C04888,T006,P00008,5,59000,2024-11-13,295000
TRX0008879,C00337,T022,P00202,5,209300,2023-10-20,1046500
TRX0008880,C00963,T020,P00161,5,166000,2025-04-14,830000
TRX0008881,C00760,T018,P00199,3,261200,2024-09-16,783600
TRX0008882,C02312,T008,P00253,1,160700,2024-07-24,160700
TRX0008883,C00647,T003,P00259,4,145400,2025-08-20,581600
TRX0008884,C01636,T022,P00258,2,18300,2024-03-31,36600
TRX0008885,C01190,T013,P00182,3,99800,2024-11-18,299400
TRX0008886,C03102,T004,P00107,2,236800,2024-04-14,473600
TRX0008887,C00789,T011,P00127,1,232500,2024-07-17,232500
TRX0008888,C04401,T009,P00068,3,222200,2023-11-11,666600
TRX0008889,C04535,T011,P00113,1,76600,2025-04-29,76600
TRX0008890,C04595,T002,P00240,3,415900,2024-02-20,1247700
TRX0008891,C02810,T006,P00229,2,12700,2024-11-04,25400
TRX0008892,C03272,T008,P00084,4,114900,2024-06-22,459600
TRX0008893,C01528,T022,P00094,5,330600,2025-05-13,1653000
TRX0008894,C00978,T004,P00051,2,11700,2024-03-16,23400
TRX0008895,C04867,T021,P00277,2,202600,2024-06-25,405200
TRX0008896,C03304,T002,P00068,3,222200,2024-01-16,666600
TRX0008897,C02419,T015,P00298,1,274300,2024-03-03,274300
TRX0008898,C01302,T005,P00062,3,64200,2025-05-04,192600
TRX0008899,C00149,T011,P00273,1,257500,2024-06-14,257500
TRX0008900,C01851,T020,P00282,2,32000,2024-11-20,64000
TRX0008901,C03854,T022,P00042,2,88200,2024-09-30,176400
TRX0008902,C00058,T016,P00163,5,376600,2024-04-26,1883000
TRX0008903,C03911,T009,P00252,2,141900,2024-03-14,283800
TRX0008904,C02977,T023,P00048,4,344600,2025-09-10,1378400
TRX0008905,C02282,T010,P00281,1,268800,2024-04-18,268800
TRX0008906,C03935,T024,P00049,1,228800,2024-07-29,228800
TRX0008907,C00465,T018,P00229,1,12700,2024-08-30,12700
TRX0008908,C01128,T021,P00091,4,155600,2024-12-23,622400
TRX0008909,C01612,T003,P00226,4,309000,2024-01-06,1236000
TRX0008910,C03636,T025,P00084,5,114900,2025-04-07,574500
TRX0008911,C00521,T010,P00296,3,29600,2024-04-28,88800
TRX0008912,C03199,T024,P00158,3,187200,2024-05-11,561600
TRX0008913,C00602,T020,P00061,4,228100,2025-01-19,912400
TRX0008914,C04689,T011,P00046,1,43700,2024-09-24,43700
TRX0008915,C01998,T019,P00119,5,102500,2024-09-29,512500
TRX0008916,C02231,T014,P00001,5,159600,2024-11-28,798000
TRX0008917,C03981,T013,P00125,1,417800,2024-03-11,417800
TRX0008918,C03344,T005,P00084,3,114900,2024-02-23,344700
TRX0008919,C03338,T006,P00176,5,178500,2025-03-28,892500
TRX0008920,C02034,T011,P00179,4,12500,2024-11-16,50000
TRX0008921,C04721,T013,P00170,1,171200,2024-05-12,171200
TRX0008922,C00023,T012,P00059,1,198900,2024-06-15,198900
TRX0008923,C01902,T001,P00205,2,166200,2025-01-03,332400
TRX0008924,C01130,T024,P00053,1,300900,2024-07-18,300900
TRX0008925,C03149,T003,P00129,2,240700,2025-08-25,481400
TRX0008926,C04380,T010,P00067,3,52900,2025-03-05,158700
TRX0008927,C00135,T005,P00125,4,417800,2024-08-12,1671200
TRX0008928,C03064,T016,P00256,2,238500,2024-05-13,477000
TRX0008929,C04551,T015,P00257,3,354400,2024-04-02,1063200
TRX0008930,C00049,T007,P00272,4,78800,2024-01-07,315200
TRX0008931,C03181,T017,P00297,2,54800,2025-03-19,109600
TRX0008932,C03288,T002,P00238,5,145800,2024-12-30,729000
TRX0008933,C02709,T002,P00115,1,181600,2024-12-17,181600
TRX0008934,C03223,T008,P00052,5,117700,2024-05-12,588500
TRX0008935,C00341,T013,P00227,1,109700,2024-01-23,109700
TRX0008936,C03243,T008,P00001,4,159600,2023-12-24,638400
TRX0008937,C03556,T001,P00054,5,175700,2025-01-12,878500
TRX0008938,C03039,T002,P00086,1,155700,2025-01-12,155700
TRX0008939,C01059,T024,P00277,1,202600,2024-12-05,202600
TRX0008940,C04350,T021,P00091,3,155600,2024-04-17,466800
TRX0008941,C00719,T021,P00209,2,121500,2025-08-15,243000
TRX0008942,C03514,T009,P00221,3,36300,2024-02-25,108900
TRX0008943,C00066,T020,P00087,4,131400,2024-05-14,525600
TRX0008944,C04465,T019,P00098,4,110000,2023-10-26,440000
TRX0008945,C00989,T001,P00094,5,330600,2025-06-10,1653000
TRX0008946,C01773,T019,P00178,2,23600,2024-11-04,47200
TRX0008947,C00359,T019,P00226,2,309000,2024-06-07,618000
TRX0008948,C00969,T006,P00280,3,138600,2025-04-25,415800
TRX0008949,C00481,T024,P00081,3,86800,2024-08-30,260400
TRX0008950,C01944,T021,P00244,5,22900,2024-04-27,114500
TRX0008951,C00237,T005,P00072,2,156400,2025-03-05,312800
TRX0008952,C02989,T005,P00163,4,376600,2024-06-14,1506400
TRX0008953,C00191,T020,P00016,1,231400,2024-10-18,231400
TRX0008954,C02149,T011,P00247,2,120100,2024-09-24,240200
TRX0008955,C01295,T023,P00116,3,322000,2025-05-07,966000
TRX0008956,C01639,T025,P00056,2,63200,2024-01-28,126400
TRX0008957,C03769,T025,P00178,5,23600,2024-10-07,118000
TRX0008958,C03040,T019,P00215,1,102100,2023-12-24,102100
TRX0008959,C03830,T023,P00202,3,209300,2024-03-28,627900
TRX0008960,C04895,T012,P00166,1,132100,2024-09-20,132100
TRX0008961,C01895,T004,P00289,4,43600,2024-05-30,174400
TRX0008962,C04707,T021,P00169,4,266900,2024-06-28,1067600
TRX0008963,C01530,T013,P00071,5,211600,2025-07-05,1058000
TRX0008964,C00342,T002,P00083,2,36900,2025-07-30,73800
TRX0008965,C04370,T014,P00173,3,141400,2024-09-25,424200
TRX0008966,C00353,T005,P00270,3,205400,2024-01-30,616200
TRX0008967,C03797,T012,P00240,4,415900,2023-11-10,1663600
TRX0008968,C04039,T010,P00288,3,367600,2025-09-22,1102800
TRX0008969,C02636,T009,P00014,2,56400,2024-09-18,112800
TRX0008970,C02240,T021,P00118,3,93100,2024-07-17,279300
TRX0008971,C04838,T005,P00022,2,12900,2025-06-11,25800
TRX0008972,C00360,T011,P00148,3,62200,2024-12-31,186600
TRX0008973,C02342,T024,P00073,4,112800,2025-01-04,451200
TRX0008974,C04562,T020,P00251,3,310800,2024-04-05,932400
TRX0008975,C02307,T023,P00171,2,148000,2025-06-09,296000
TRX0008976,C02338,T011,P00241,2,136600,2024-09-07,273200
TRX0008977,C01845,T017,P00072,5,156400,2025-04-05,782000
TRX0008978,C00742,T004,P00091,2,155600,2024-08-24,311200
TRX0008979,C04567,T001,P00300,4,79300,2025-04-24,317200
TRX0008980,C04597,T004,P00213,5,14200,2025-08-15,71000
TRX0008981,C04490,T020,P00153,4,312400,2023-11-16,1249600
TRX0008982,C03190,T012,P00164,5,168500,2025-07-05,842500
TRX0008983,C02871,T017,P00282,4,32000,2023-12-24,128000
TRX0008984,C01732,T010,P00128,5,55500,2024-07-03,277500
TRX0008985,C02319,T025,P00015,2,118200,2024-09-14,236400
TRX0008986,C02705,T013,P00206,1,88000,2024-02-19,88000
TRX0008987,C03328,T006,P00279,1,54600,2024-11-17,54600
TRX0008988,C01376,T020,P00151,5,21700,2024-12-21,108500
TRX0008989,C03040,T005,P00062,3,64200,2023-10-21,192600
TRX0008990,C01011,T016,P00217,1,266200,2025-08-27,266200
TRX0008991,C04056,T002,P00087,4,131400,2025-08-15,525600
TRX0008992,C02580,T023,P00228,1,43500,2024-03-14,43500
TRX0008993,C03338,T013,P00108,3,262200,2024-05-12,786600
TRX0008994,C00099,T008,P00067,4,52900,2025-05-23,211600
TRX0008995,C03346,T004,P00093,4,75800,2024-08-23,303200
TRX0008996,C03441,T005,P00132,2,50600,2025-07-10,101200
TRX0008997,C02537,T018,P00217,3,266200,2025-07-04,798600
TRX0008998,C03466,T001,P00093,1,75800,2025-02-01,75800
TRX0008999,C03668,T001,P00013,1,181900,2025-05-31,181900
TRX0009000,C02428,T015,P00206,2,88000,2023-11-08,176000
TRX0009001,C01264,T025,P00146,3,17500,2025-01-16,52500
TRX0009002,C03454,T013,P00299,1,231900,2023-12-24,231900
TRX0009003,C00132,T005,P00145,3,55800,2023-11-01,167400
TRX0009004,C01612,T012,P00035,4,21300,2024-03-28,85200
TRX0009005,C00516,T012,P00097,3,367700,2023-11-26,1103100
TRX0009006,C04129,T012,P00234,2,68400,2025-04-12,136800
TRX0009007,C00223,T003,P00022,4,12900,2025-03-28,51600
TRX0009008,C03068,T007,P00025,4,168100,2025-06-18,672400
TRX0009009,C00036,T003,P00128,4,55500,2024-03-26,222000
TRX0009010,C03615,T008,P00169,3,266900,2025-01-08,800700
TRX0009011,C00739,T014,P00085,4,20100,2024-03-22,80400
TRX0009012,C04072,T004,P00108,4,262200,2023-11-13,1048800
TRX0009013,C02589,T014,P00026,5,282900,2024-01-31,1414500
TRX0009014,C00443,T012,P00081,5,86800,2024-02-18,434000
TRX0009015,C04314,T015,P00123,1,10300,2025-09-25,10300
TRX0009016,C04687,T002,P00144,3,192800,2024-10-06,578400
TRX0009017,C03060,T005,P00125,2,417800,2024-09-10,835600
TRX0009018,C01469,T009,P00159,5,135600,2024-02-13,678000
TRX0009019,C02476,T003,P00197,2,125900,2024-11-11,251800
TRX0009020,C01714,T008,P00024,5,124300,2023-10-10,621500
TRX0009021,C04840,T011,P00237,4,20000,2024-03-27,80000
TRX0009022,C02520,T015,P00031,2,157000,2024-12-06,314000
TRX0009023,C04647,T009,P00266,1,326500,2024-06-07,326500
TRX0009024,C00464,T023,P00178,4,23600,2024-09-09,94400
TRX0009025,C03076,T009,P00054,2,175700,2023-12-05,351400
TRX0009026,C02994,T007,P00261,5,266900,2024-12-30,1334500
TRX0009027,C00796,T022,P00046,4,43700,2025-09-01,174800
TRX0009028,C02621,T023,P00107,2,236800,2025-01-15,473600
TRX0009029,C03831,T019,P00292,4,138300,2025-05-20,553200
TRX0009030,C00446,T011,P00216,2,62400,2024-01-27,124800
TRX0009031,C03771,T004,P00140,3,194400,2025-04-27,583200
TRX0009032,C04692,T024,P00206,1,88000,2025-08-02,88000
TRX0009033,C00655,T025,P00297,3,54800,2024-06-04,164400
TRX0009034,C04299,T021,P00032,4,324200,2024-10-15,1296800
TRX0009035,C04716,T018,P00128,2,55500,2024-07-06,111000
TRX0009036,C03260,T014,P00207,2,282800,2025-09-23,565600
TRX0009037,C02461,T023,P00031,2,157000,2025-08-01,314000
TRX0009038,C03315,T019,P00168,1,22600,2024-01-05,22600
TRX0009039,C01760,T014,P00036,3,267900,2024-08-04,803700
TRX0009040,C02705,T013,P00287,3,141300,2025-01-30,423900
TRX0009041,C01009,T018,P00136,3,358200,2023-10-19,1074600
TRX0009042,C01926,T007,P00255,4,307200,2025-05-08,1228800
TRX0009043,C02641,T023,P00054,5,175700,2024-06-15,878500
TRX0009044,C04975,T016,P00029,4,41800,2025-05-07,167200
TRX0009045,C02162,T021,P00108,5,262200,2024-12-12,1311000
TRX0009046,C04584,T015,P00039,2,327600,2024-07-05,655200
TRX0009047,C03244,T018,P00031,5,157000,2024-12-31,785000
TRX0009048,C00057,T012,P00170,4,171200,2024-04-12,684800
TRX0009049,C03840,T002,P00151,4,21700,2024-05-20,86800
TRX0009050,C01522,T008,P00166,1,132100,2025-05-18,132100
TRX0009051,C03918,T016,P00223,1,304600,2024-10-04,304600
TRX0009052,C00727,T018,P00186,5,37000,2025-06-19,185000
TRX0009053,C02174,T008,P00143,1,131200,2024-02-29,131200
TRX0009054,C00049,T021,P00013,4,181900,2023-11-01,727600
TRX0009055,C00822,T019,P00006,1,14400,2024-03-24,14400
TRX0009056,C01521,T006,P00177,4,185400,2024-11-10,741600
TRX0009057,C00210,T020,P00040,4,129600,2025-07-22,518400
TRX0009058,C02949,T014,P00289,3,43600,2024-03-13,130800
TRX0009059,C04005,T008,P00223,2,304600,2024-12-21,609200
TRX0009060,C01778,T007,P00252,3,141900,2024-01-10,425700
TRX0009061,C01177,T023,P00010,5,173000,2025-08-27,865000
TRX0009062,C04946,T023,P00011,2,136600,2025-03-11,273200
TRX0009063,C03925,T007,P00041,2,384400,2025-03-29,768800
TRX0009064,C01092,T007,P00246,1,183700,2023-10-09,183700
TRX0009065,C04633,T013,P00107,4,236800,2025-08-11,947200
TRX0009066,C02369,T009,P00026,2,282900,2024-11-29,565800
TRX0009067,C00328,T006,P00234,5,68400,2024-04-20,342000
TRX0009068,C04594,T005,P00024,3,124300,2024-02-03,372900
TRX0009069,C02640,T008,P00224,5,264300,2024-03-26,1321500
TRX0009070,C01343,T013,P00218,1,30700,2025-04-21,30700
TRX0009071,C03770,T013,P00029,3,41800,2024-07-20,125400
TRX0009072,C04864,T021,P00075,5,16300,2025-01-07,81500
TRX0009073,C01531,T009,P00091,4,155600,2024-01-18,622400
TRX0009074,C01355,T015,P00061,4,228100,2024-10-09,912400
TRX0009075,C03879,T008,P00232,5,314500,2025-03-01,1572500
TRX0009076,C01307,T008,P00239,5,19900,2024-04-19,99500
TRX0009077,C04383,T011,P00153,1,312400,2024-11-08,312400
TRX0009078,C01153,T002,P00184,4,329900,2024-06-05,1319600
TRX0009079,C01120,T008,P00267,2,393600,2023-10-15,787200
TRX0009080,C01494,T001,P00080,2,108200,2025-02-21,216400
TRX0009081,C04713,T004,P00147,5,235500,2024-10-26,1177500
TRX0009082,C02060,T023,P00165,3,101800,2025-09-11,305400
TRX0009083,C00002,T003,P00161,1,166000,2024-01-12,166000
TRX0009084,C03468,T020,P00121,3,379500,2024-04-30,1138500
TRX0009085,C01548,T008,P00099,2,295500,2023-10-06,591000
TRX0009086,C01436,T017,P00249,3,123300,2024-12-07,369900
TRX0009087,C02285,T010,P00255,4,307200,2025-05-02,1228800
TRX0009088,C01133,T007,P00120,5,130200,2024-05-15,651000
TRX0009089,C02433,T016,P00243,2,234000,2024-11-23,468000
TRX0009090,C00579,T020,P00115,5,181600,2024-07-07,908000
TRX0009091,C04842,T017,P00192,3,282500,2024-11-19,847500
TRX0009092,C01224,T020,P00148,4,62200,2025-09-20,248800
TRX0009093,C00075,T022,P00273,4,257500,2024-10-21,1030000
TRX0009094,C03959,T011,P00225,4,126300,2024-10-16,505200
TRX0009095,C02631,T003,P00270,4,205400,2025-07-10,821600
TRX0009096,C02690,T009,P00011,4,136600,2024-11-24,546400
TRX0009097,C02803,T005,P00098,4,110000,2024-05-18,440000
TRX0009098,C03187,T002,P00280,2,138600,2025-06-06,277200
TRX0009099,C03626,T011,P00016,5,231400,2025-06-20,1157000
TRX0009100,C03576,T019,P00153,5,312400,2025-08-21,1562000
TRX0009101,C04992,T020,P00127,2,232500,2024-10-08,465000
TRX0009102,C00569,T007,P00216,5,62400,2025-03-23,312000
TRX0009103,C04515,T008,P00150,4,182600,2024-03-11,730400
TRX0009104,C01019,T001,P00085,3,20100,2025-04-18,60300
TRX0009105,C00031,T023,P00055,2,56000,2024-06-17,112000
TRX0009106,C03223,T010,P00018,2,379000,2025-08-11,758000
TRX0009107,C02015,T007,P00169,3,266900,2025-05-26,800700
